index	cname	code	exp	memo	unit
268	住宅房屋施工面积	A050702	住宅指专供居住的房屋，包括别墅、公寓、职工家属宿舍和集体宿舍(包括职工单身宿舍和学生宿舍)等。但不包括住宅楼中作为人防用、不住人的地下室等。住宅按照用途可以划分为经济适用住房和别墅、高档公寓等。按照户型结构可以划分为90平方米以下住房，144平方米以上住房等。房屋施工面积指报告期内施工的全部房屋建筑面积。包括本期新开工的面积、上期跨入本期继续施工的房屋面积、上期停缓建在本期恢复施工的房屋面积、本期竣工的房屋面积以及本期施工后又停缓建的房屋面积。多层建筑应填各层建筑面积之和。		万平方米
269	商品住宅房屋施工面积	A050703			万平方米
270	房屋竣工面积	A050704	房屋竣工面积指报告期内房屋建筑按照设计要求已全部完工，达到住人和使用条件，经验收鉴定合格或达到竣工验收标准，可正式移交使用的各栋房屋建筑面积的总和。		万平方米
271	住宅房屋竣工面积	A050705	住宅指专供居住的房屋，包括别墅、公寓、职工家属宿舍和集体宿舍(包括职工单身宿舍和学生宿舍)等。但不包括住宅楼中作为人防用、不住人的地下室等。住宅按照用途可以划分为经济适用住房和别墅、高档公寓等。按照户型结构可以划分为90平方米以下住房，144平方米以上住房等。房屋竣工面积指报告期内房屋建筑按照设计要求已全部完工，达到住人和使用条件，经验收鉴定合格或达到竣工验收标准，可正式移交使用的各栋房屋建筑面积的总和。		万平方米
272	商品住宅房屋竣工面积	A050706			万平方米
273	房屋竣工价值	A050707	房屋竣工价值指报告期内按规定已经上报竣工的房屋本身的建造价值。一般按房屋设计和预算规定的内容计算。包括竣工房屋本身的基础、结构、房屋、装修以及水、电、卫等附属工程的建造价值，也包括作为房屋建筑组成部分而列入房屋建筑工程预算内的设备(如电梯、通风设备等)的购置和安装费用。不包括厂房内的工艺设备、工艺管线的购置和安装，工艺设备基础的建造，室外的水、暖、电、卫、道路工程、挡土墙等环境工程的费用，办公及生活用家具的购置等费用，购置土地的费用，迁移补偿费和场地平整的费用及城市建设配套投资等。		亿元
274	住宅房屋竣工价值	A050708	住宅指专供居住的房屋，包括别墅、公寓、职工家属宿舍和集体宿舍(包括职工单身宿舍和学生宿舍)等。但不包括住宅楼中作为人防用、不住人的地下室等。住宅按照用途可以划分为经济适用住房和别墅、高档公寓等。按照户型结构可以划分为90平方米以下住房，144平方米以上住房等。房屋竣工价值指报告期内按规定已经上报竣工的房屋本身的建造价值。一般按房屋设计和预算规定的内容计算。包括竣工房屋本身的基础、结构、房屋、装修以及水、电、卫等附属工程的建造价值，也包括作为房屋建筑组成部分而列入房屋建筑工程预算内的设备(如电梯、通风设备等)的购置和安装费用。不包括厂房内的工艺设备、工艺管线的购置和安装，工艺设备基础的建造，室外的水、暖、电、卫、道路工程、挡土墙等环境工程的费用，办公及生活用家具的购置等费用，购置土地的费用，迁移补偿费和场地平整的费用及城市建设配套投资等。		亿元
275	商品住宅房屋竣工价值	A050709			亿元
276	固定资产投资(不含农户)国家预算内资金	A050801	国家预算包括一般预算、政府性基金预算、国有资本经营预算和社保基金预算。各类预算中用于固定资产投资的资金全部作为国家预算资金填报，其中一般预算中用于固定资产投资的部分包括基建投资、车购税、灾后恢复重建基金和其他财政投资。各级政府债券也应归入国家预算资金。	从2011年起，城镇固定资产投资数据发布口径改为固定资产投资（不含农户），固定资产投资（不含农户）等于原口径的城镇固定资产投资加上农村企事业组织的项目投资。	亿元
277	固定资产投资(不含农户)国内贷款	A050802	国内贷款指报告期固定资产项目投资单位向银行及非银行金融机构借入用于固定资产投资的各种国内借款，包括银行利用自有资金及吸收存款发放的贷款、上级主管部门拨入的国内贷款、国家专项贷款(包括煤代油贷款、劳改煤矿专项贷款等)，地方财政专项资金安排的贷款、国内储备贷款、周转贷款等。	从2011年起，城镇固定资产投资数据发布口径改为固定资产投资（不含农户），固定资产投资（不含农户）等于原口径的城镇固定资产投资加上农村企事业组织的项目投资。	亿元
278	固定资产投资(不含农户)利用外资	A050803	利用外资指报告期收到的境外(包括外国及港澳台地区)资金(包括设备、材料、技术在内)。包括对外借款(外国政府贷款、国际金融组织贷款、出口信贷、外国银行商业贷款、对外发行债券和股票)、外商直接投资、外商其他投资(包括利用外商投资收益在国内进行固定资产再投资活动的资金)。不包括我国自有外汇资金(国家外汇、地方外汇、留成外汇、调剂外汇和国内银行自有资金发放的外汇贷款等)。各类外资按报告期末的外汇牌价(中间价)折成人民币计算。	从2011年起，城镇固定资产投资数据发布口径改为固定资产投资（不含农户），固定资产投资（不含农户）等于原口径的城镇固定资产投资加上农村企事业组织的项目投资。	亿元
